# query 1
0 qid:1 1:-25.946665209128135 2:-28.859402193479596 
1 qid:1 1:84.40481885010018 2:-14.19407450577549 
2 qid:1 1:86.5416817203461 2:-15.094182873273528 
3 qid:1 1:156.34976889931178 2:-13.495309884512615 
4 qid:1 1:154.77177035311163 2:-12.224596804751748 
5 qid:1 1:198.6212111931717 2:12.244940013315116 
6 qid:1 1:213.7796261348053 2:13.843932996641307 
7 qid:1 1:242.00324543385028 2:11.995686111928523 
8 qid:1 1:175.51520898095288 2:67.99070366655909 
9 qid:1 1:178.9364223884941 2:69.65494186461048 
10 qid:1 1:470.1319858996109 2:22.34279202473335 
11 qid:1 1:473.73569869103517 2:20.85729316328832 
12 qid:1 1:470.75496406145567 2:22.991294959045437 
13 qid:1 1:481.5739929620655 2:23.61817232530777 
14 qid:1 1:1464.2020872985827 2:345.15682044438023 
15 qid:1 1:1477.4214399600023 2:372.3878729154241 
16 qid:1 1:1744.1095964916185 2:379.0759256384063 
# query 2
0 qid:2 1:-23.71987847119044 2:-25.98286302105983 
1 qid:2 1:5.243529747133952 2:-24.246578209179827 
2 qid:2 1:77.24982382083682 2:-13.586517605650632 
3 qid:2 1:83.9484825646581 2:-14.851224430508726 
4 qid:2 1:149.7947144185749 2:-12.974998639084513 
5 qid:2 1:156.55568576836905 2:-5.757753654634271 
6 qid:2 1:168.08050685225598 2:-5.287608961008729 
7 qid:2 1:233.95750568852708 2:11.070773429082305 
8 qid:2 1:460.73867436677244 2:20.427401275779793 
9 qid:2 1:479.0172674220326 2:24.438824377817802 
10 qid:2 1:568.3982117147796 2:163.48940806083706 
11 qid:2 1:1413.5051213357606 2:410.8702407561707 
12 qid:2 1:1497.4680923653111 2:376.3011015760003 
13 qid:2 1:1521.7593948301235 2:383.22452083295576 
14 qid:2 1:1699.7149894699153 2:361.16373860482094 
15 qid:2 1:1645.7746821375306 2:426.88817786247637 
16 qid:2 1:1767.7143632144052 2:381.36917210224277 
# query 3
0 qid:3 1:-24.92173242489948 2:-30.559718080431885 
1 qid:3 1:3.347428755769245 2:-22.85354397845013 
2 qid:3 1:5.238490279219008 2:-22.493129384039978 
3 qid:3 1:4.388364601774787 2:-20.928963100737693 
4 qid:3 1:80.72457271206333 2:-12.875548075102383 
5 qid:3 1:129.69629379846938 2:-12.086803251341573 
6 qid:3 1:144.19824094346012 2:-12.438629031705977 
7 qid:3 1:147.83054802692365 2:-13.010742113608734 
8 qid:3 1:198.6212111931717 2:12.244940013315116 
9 qid:3 1:216.62700384107288 2:13.838592098359126 
10 qid:3 1:162.92884621325857 2:70.25968840080118 
